po_id,supplier_id,order_date,promised_delivery_date,actual_delivery_date,status,product_category,quantity,unit_cost,total_po_value,buyer_region,payment_terms_days,supplier_name,tier,supplier_region,promised_lead_time,actual_lead_time,days_delayed,is_delayed,is_on_time,delay_cost,order_month
PO-2023-001175,SUP-021,2023-01-15,2023-01-23,2023-01-23,Delivered,Packaging,36,42.86,1542.96,EMEA,45,"Ellis, Baker and Wright",Tier 3,APAC,8,8.0,0.0,False,True,0.0,2023-01
PO-2023-001176,SUP-007,2023-01-15,2023-01-31,2023-01-31,Delivered,Packaging,370,128.79,47652.3,North America,45,Ramirez-Lewis,Tier 2,APAC,16,16.0,0.0,False,True,0.0,2023-01
PO-2023-001177,SUP-017,2023-09-19,2023-09-24,2023-09-24,Delivered,Logistics Services,233,58.28,13579.24,APAC,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,5,5.0,0.0,False,True,0.0,2023-09
PO-2023-001178,SUP-019,2023-08-11,2023-08-26,2023-08-26,Delivered,Packaging,409,115.73,47333.57,North America,45,Clark PLC,Tier 3,EMEA,15,15.0,0.0,False,True,0.0,2023-08
PO-2023-001179,SUP-008,2023-09-20,2023-09-27,2023-09-27,Delivered,Electronics,418,22.4,9363.2,North America,60,Davis Inc,Tier 2,EMEA,7,7.0,0.0,False,True,0.0,2023-09
PO-2024-001180,SUP-007,2024-03-01,2024-03-13,2024-03-16,Delivered,Electronics,207,29.05,6013.35,APAC,45,Ramirez-Lewis,Tier 2,APAC,12,15.0,3.0,True,False,36.08,2024-03
PO-2023-001181,SUP-002,2023-06-07,2023-06-11,2023-06-11,Delivered,Packaging,28,385.04,10781.12,EMEA,60,Rhodes PLC,Tier 1,EMEA,4,4.0,0.0,False,True,0.0,2023-06
PO-2024-001182,SUP-018,2024-03-16,2024-04-10,2024-04-13,Delivered,Logistics Services,23,7.63,175.49,APAC,45,Underwood LLC,Tier 3,North America,25,28.0,3.0,True,False,1.05,2024-03
PO-2024-001183,SUP-015,2024-09-30,2024-10-11,2024-10-11,Delivered,Raw Materials,238,455.21,108339.98,North America,30,"Zuniga, Wong and Lynch",Tier 2,APAC,11,11.0,0.0,False,True,0.0,2024-09
PO-2023-001184,SUP-009,2023-12-27,2024-01-14,2024-01-14,Delivered,Logistics Services,477,253.10500000000002,120731.08,APAC,45,Munoz-Roman,Tier 2,APAC,18,18.0,0.0,False,True,0.0,2023-12
PO-2023-001185,SUP-015,2023-11-26,2023-12-13,2023-12-13,Delivered,Raw Materials,408,96.37,39318.96,North America,30,"Zuniga, Wong and Lynch",Tier 2,APAC,17,17.0,0.0,False,True,0.0,2023-11
PO-2024-001186,SUP-007,2024-01-23,2024-02-03,2024-02-03,Delivered,Packaging,16,130.77,2092.32,North America,45,Ramirez-Lewis,Tier 2,APAC,11,11.0,0.0,False,True,0.0,2024-01
PO-2023-001187,SUP-007,2023-04-21,2023-05-11,2023-05-11,Delivered,Packaging,130,261.67,34017.1,EMEA,45,Ramirez-Lewis,Tier 2,APAC,20,20.0,0.0,False,True,0.0,2023-04
PO-2023-001188,SUP-003,2023-12-17,2023-12-22,2023-12-22,Delivered,Logistics Services,469,5.28,2476.32,EMEA,30,Johnson-Davis,Tier 1,North America,5,5.0,0.0,False,True,0.0,2023-12
PO-2024-001189,SUP-011,2024-10-09,2024-10-20,2024-10-20,Delivered,Raw Materials,136,105.2,14307.2,APAC,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,11,11.0,0.0,False,True,0.0,2024-10
PO-2024-001190,SUP-019,2024-01-02,2024-02-04,2024-02-07,Delivered,Logistics Services,478,176.21,84228.38,North America,45,Clark PLC,Tier 3,EMEA,33,36.0,3.0,True,False,505.37,2024-01
PO-2024-001191,SUP-011,2024-02-01,2024-02-19,2024-02-19,Delivered,Raw Materials,389,258.82,100680.98,EMEA,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,18,18.0,0.0,False,True,0.0,2024-02
PO-2024-001192,SUP-025,2024-07-31,2024-08-23,2024-08-23,Delivered,MRO,171,116.61,19940.31,APAC,60,Conner Group,Tier 3,EMEA,23,23.0,0.0,False,True,0.0,2024-07
PO-2024-001193,SUP-019,2024-03-10,2024-04-10,2024-04-10,Delivered,Electronics,303,162.84,49340.52,EMEA,45,Clark PLC,Tier 3,EMEA,31,31.0,0.0,False,True,0.0,2024-03
PO-2024-001194,SUP-002,2024-10-15,2024-10-22,2024-10-22,Delivered,Packaging,446,284.31,126802.26,APAC,60,Rhodes PLC,Tier 1,EMEA,7,7.0,0.0,False,True,0.0,2024-10
PO-2023-001195,SUP-014,2023-12-11,2023-12-27,2023-12-30,Delivered,Electronics,58,485.99,28187.42,North America,60,"Flowers, Martin and Kelly",Tier 2,EMEA,16,19.0,3.0,True,False,169.12,2023-12
PO-2024-001196,SUP-011,2024-07-09,2024-07-22,2024-07-22,Delivered,Raw Materials,207,106.44,22033.08,EMEA,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,13,13.0,0.0,False,True,0.0,2024-07
PO-2023-001197,SUP-009,2023-07-19,2023-08-03,2023-08-03,Delivered,Logistics Services,313,118.52,37096.76,APAC,45,Munoz-Roman,Tier 2,APAC,15,15.0,0.0,False,True,0.0,2023-07
PO-2023-001198,SUP-021,2023-08-05,2023-08-31,2023-09-01,Delivered,Raw Materials,319,258.82,82563.58,APAC,45,"Ellis, Baker and Wright",Tier 3,APAC,26,27.0,1.0,True,False,165.13,2023-08
PO-2023-001199,SUP-001,2023-12-07,2023-12-15,2023-12-15,Delivered,Logistics Services,113,225.94,25531.22,North America,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,8,8.0,0.0,False,True,0.0,2023-12
PO-2023-001200,SUP-008,2023-11-12,2023-11-26,2023-12-04,Delivered,Electronics,14,189.85,2657.9,North America,60,Davis Inc,Tier 2,EMEA,14,22.0,8.0,True,False,42.53,2023-11
PO-2024-001201,SUP-006,2024-08-31,2024-09-23,2024-09-23,Delivered,Raw Materials,364,323.0,117572.0,APAC,30,Blake and Sons,Tier 2,APAC,23,23.0,0.0,False,True,0.0,2024-08
PO-2023-001202,SUP-023,2023-03-15,2023-04-04,2023-04-09,Delivered,Logistics Services,493,301.2,148491.6,APAC,30,Robinson-Bright,Tier 3,APAC,20,25.0,5.0,True,False,1484.92,2023-03
PO-2024-001203,SUP-009,2024-07-23,2024-08-14,2024-08-14,Delivered,Logistics Services,250,187.91,46977.5,EMEA,45,Munoz-Roman,Tier 2,APAC,22,22.0,0.0,False,True,0.0,2024-07
PO-2023-001204,SUP-013,2023-11-09,2023-11-16,2023-11-16,Delivered,MRO,184,361.76,66563.84,EMEA,30,Delacruz Group,Tier 2,APAC,7,7.0,0.0,False,True,0.0,2023-11
PO-2023-001205,SUP-024,2023-01-26,2023-02-20,2023-02-20,Delivered,MRO,120,94.63,11355.6,North America,30,Campos Inc,Tier 3,EMEA,25,25.0,0.0,False,True,0.0,2023-01
PO-2023-001206,SUP-022,2023-01-16,2023-02-08,2023-02-09,Delivered,Logistics Services,495,397.2,196614.0,APAC,30,Burgess-Patterson,Tier 3,APAC,23,24.0,1.0,True,False,393.23,2023-01
PO-2024-001207,SUP-001,2024-10-18,2024-10-26,2024-10-26,Delivered,Logistics Services,149,68.96,10275.04,APAC,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,8,8.0,0.0,False,True,0.0,2024-10
PO-2023-001208,SUP-018,2023-05-27,2023-06-07,2023-06-07,Delivered,Raw Materials,328,59.71,19584.88,APAC,45,Underwood LLC,Tier 3,North America,11,11.0,0.0,False,True,0.0,2023-05
PO-2024-001209,SUP-016,2024-03-11,2024-03-23,2024-03-26,Delivered,Packaging,254,313.77,79697.58,APAC,60,"Sanchez, Ford and Nelson",Tier 2,APAC,12,15.0,3.0,True,False,478.19,2024-03
PO-2024-001210,SUP-003,2024-05-14,2024-05-22,2024-05-22,Delivered,MRO,321,5.63,1807.23,EMEA,30,Johnson-Davis,Tier 1,North America,8,8.0,0.0,False,True,0.0,2024-05
PO-2024-001211,SUP-020,2024-08-10,2024-08-24,,Cancelled,Raw Materials,447,369.35,165099.45,North America,60,Lewis-Porter,Tier 3,North America,14,,,False,False,0.0,2024-08
PO-2024-001212,SUP-015,2024-10-28,2024-11-09,2024-11-09,Delivered,Raw Materials,408,201.21,82093.68,North America,30,"Zuniga, Wong and Lynch",Tier 2,APAC,12,12.0,0.0,False,True,0.0,2024-10
PO-2024-001213,SUP-004,2024-03-26,2024-04-02,2024-04-02,Delivered,Packaging,267,88.75,23696.25,EMEA,60,"Johnson, Gonzalez and Santos",Tier 1,North America,7,7.0,0.0,False,True,0.0,2024-03
PO-2023-001214,SUP-006,2023-01-07,2023-01-27,2023-01-27,Delivered,Packaging,361,70.49,25446.89,APAC,30,Blake and Sons,Tier 2,APAC,20,20.0,0.0,False,True,0.0,2023-01
PO-2024-001215,SUP-008,2024-05-02,2024-05-18,2024-05-18,Delivered,Logistics Services,332,56.18,18651.76,North America,60,Davis Inc,Tier 2,EMEA,16,16.0,0.0,False,True,0.0,2024-05
PO-2023-001216,SUP-006,2023-08-01,2023-08-17,2023-08-27,Delivered,Raw Materials,202,487.61,98497.22,APAC,30,Blake and Sons,Tier 2,APAC,16,26.0,10.0,True,False,1969.94,2023-08
PO-2024-001217,SUP-007,2024-07-24,2024-08-10,2024-08-10,Delivered,Packaging,329,431.01,141802.29,EMEA,45,Ramirez-Lewis,Tier 2,APAC,17,17.0,0.0,False,True,0.0,2024-07
PO-2024-001218,SUP-016,2024-07-23,2024-08-16,,Cancelled,Packaging,169,220.85,37323.65,North America,60,"Sanchez, Ford and Nelson",Tier 2,APAC,24,,,False,False,0.0,2024-07
PO-2023-001219,SUP-012,2023-11-06,2023-11-27,2023-12-02,Delivered,MRO,34,85.94,2921.96,North America,30,Stanley LLC,Tier 2,EMEA,21,26.0,5.0,True,False,29.22,2023-11
PO-2024-001220,SUP-001,2024-10-27,2024-11-06,2024-11-06,Delivered,Logistics Services,387,244.38,94575.06,North America,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,10,10.0,0.0,False,True,0.0,2024-10
PO-2023-001221,SUP-013,2023-05-28,2023-06-12,2023-06-12,Delivered,MRO,477,8.89,4240.53,North America,30,Delacruz Group,Tier 2,APAC,15,15.0,0.0,False,True,0.0,2023-05
PO-2023-001222,SUP-023,2023-04-07,2023-04-24,2023-04-26,Delivered,Raw Materials,37,211.44,7823.28,APAC,30,Robinson-Bright,Tier 3,APAC,17,19.0,2.0,True,False,31.29,2023-04
PO-2023-001223,SUP-006,2023-07-24,2023-08-16,2023-08-16,Delivered,Packaging,31,246.4,7638.4,APAC,30,Blake and Sons,Tier 2,APAC,23,23.0,0.0,False,True,0.0,2023-07
PO-2023-001224,SUP-009,2023-04-06,2023-04-26,2023-04-26,Delivered,Packaging,81,58.34,4725.54,APAC,45,Munoz-Roman,Tier 2,APAC,20,20.0,0.0,False,True,0.0,2023-04
PO-2024-001225,SUP-016,2024-09-16,2024-09-30,2024-09-30,Delivered,MRO,417,98.77,41187.09,EMEA,60,"Sanchez, Ford and Nelson",Tier 2,APAC,14,14.0,0.0,False,True,0.0,2024-09
PO-2023-001226,SUP-016,2023-12-31,2024-01-15,2024-01-15,Delivered,Packaging,368,306.76,112887.68,EMEA,60,"Sanchez, Ford and Nelson",Tier 2,APAC,15,15.0,0.0,False,True,0.0,2023-12
PO-2024-001227,SUP-016,2024-06-06,2024-06-23,2024-06-23,Delivered,Packaging,53,113.56,6018.68,EMEA,60,"Sanchez, Ford and Nelson",Tier 2,APAC,17,17.0,0.0,False,True,0.0,2024-06
PO-2023-001228,SUP-006,2023-05-07,2023-05-21,2023-05-28,Delivered,Logistics Services,220,316.29,69583.8,APAC,30,Blake and Sons,Tier 2,APAC,14,21.0,7.0,True,False,974.17,2023-05
PO-2023-001229,SUP-008,2023-06-12,2023-07-01,2023-07-01,Delivered,Electronics,216,258.21,55773.36,North America,60,Davis Inc,Tier 2,EMEA,19,19.0,0.0,False,True,0.0,2023-06
PO-2024-001230,SUP-020,2024-06-14,2024-06-29,,Cancelled,Logistics Services,14,284.68,3985.52,North America,60,Lewis-Porter,Tier 3,North America,15,,,False,False,0.0,2024-06
PO-2023-001231,SUP-005,2023-12-29,2024-01-06,2024-01-06,Delivered,Logistics Services,10,360.26,3602.6,APAC,60,Cole LLC,Tier 1,APAC,8,8.0,0.0,False,True,0.0,2023-12
PO-2024-001232,SUP-002,2024-05-22,2024-05-27,2024-05-27,Delivered,Packaging,60,266.16,15969.6,EMEA,60,Rhodes PLC,Tier 1,EMEA,5,5.0,0.0,False,True,0.0,2024-05
PO-2023-001233,SUP-009,2023-07-12,2023-07-26,2023-07-26,Delivered,Logistics Services,45,182.94,8232.3,North America,45,Munoz-Roman,Tier 2,APAC,14,14.0,0.0,False,True,0.0,2023-07
PO-2023-001234,SUP-019,2023-01-03,2023-02-04,2023-02-04,Delivered,Electronics,285,28.45,8108.25,APAC,45,Clark PLC,Tier 3,EMEA,32,32.0,0.0,False,True,0.0,2023-01
PO-2024-001235,SUP-011,2024-10-13,2024-10-22,2024-10-22,Delivered,Raw Materials,449,347.33,155951.17,North America,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,9,9.0,0.0,False,True,0.0,2024-10
PO-2023-001236,SUP-015,2023-11-13,2023-11-24,2023-11-24,Delivered,Raw Materials,194,37.91,7354.54,APAC,30,"Zuniga, Wong and Lynch",Tier 2,APAC,11,11.0,0.0,False,True,0.0,2023-11
PO-2023-001237,SUP-019,2023-03-14,2023-04-08,2023-04-15,Delivered,Electronics,361,426.63,154013.43,APAC,45,Clark PLC,Tier 3,EMEA,25,32.0,7.0,True,False,2156.19,2023-03
PO-2023-001238,SUP-018,2023-05-12,2023-06-02,2023-06-02,Delivered,Electronics,220,492.0,108240.0,APAC,45,Underwood LLC,Tier 3,North America,21,21.0,0.0,False,True,0.0,2023-05
PO-2024-001239,SUP-002,2024-05-09,2024-05-14,2024-05-14,Delivered,Packaging,478,446.4,213379.2,North America,60,Rhodes PLC,Tier 1,EMEA,5,5.0,0.0,False,True,0.0,2024-05
PO-2023-001240,SUP-011,2023-02-11,2023-02-20,2023-03-03,Delivered,Raw Materials,220,371.05,81631.0,EMEA,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,9,20.0,11.0,True,False,1795.88,2023-02
PO-2024-001241,SUP-006,2024-11-22,2024-12-08,2024-12-08,Delivered,Packaging,184,304.48,56024.32,APAC,30,Blake and Sons,Tier 2,APAC,16,16.0,0.0,False,True,0.0,2024-11
PO-2024-001242,SUP-012,2024-05-07,2024-05-21,,Cancelled,Packaging,222,288.36,64015.92,North America,30,Stanley LLC,Tier 2,EMEA,14,,,False,False,0.0,2024-05
PO-2023-001243,SUP-014,2023-09-11,2023-09-25,2023-09-25,Delivered,Electronics,179,404.61,72425.19,APAC,60,"Flowers, Martin and Kelly",Tier 2,EMEA,14,14.0,0.0,False,True,0.0,2023-09
PO-2023-001244,SUP-011,2023-09-02,2023-09-15,2023-09-15,Delivered,Raw Materials,116,188.61,21878.76,North America,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,13,13.0,0.0,False,True,0.0,2023-09
PO-2024-001245,SUP-023,2024-05-02,2024-05-23,2024-05-23,Delivered,Raw Materials,282,304.07,85747.74,North America,30,Robinson-Bright,Tier 3,APAC,21,21.0,0.0,False,True,0.0,2024-05
PO-2023-001246,SUP-019,2023-11-10,2023-11-17,,Cancelled,Packaging,388,476.36,184827.68,EMEA,45,Clark PLC,Tier 3,EMEA,7,,,False,False,0.0,2023-11
PO-2024-001247,SUP-005,2024-01-31,2024-02-11,2024-02-11,Delivered,Logistics Services,193,282.29,54481.97,EMEA,60,Cole LLC,Tier 1,APAC,11,11.0,0.0,False,True,0.0,2024-01
PO-2024-001248,SUP-004,2024-04-21,2024-05-02,2024-05-02,Delivered,Packaging,449,412.53,185225.97,APAC,60,"Johnson, Gonzalez and Santos",Tier 1,North America,11,11.0,0.0,False,True,0.0,2024-04
PO-2024-001249,SUP-004,2024-04-20,2024-04-23,2024-04-23,Delivered,Packaging,188,251.53,47287.64,EMEA,60,"Johnson, Gonzalez and Santos",Tier 1,North America,3,3.0,0.0,False,True,0.0,2024-04
PO-2023-001250,SUP-016,2023-01-14,2023-01-31,2023-01-31,Delivered,Packaging,446,284.92,127074.32,APAC,60,"Sanchez, Ford and Nelson",Tier 2,APAC,17,17.0,0.0,False,True,0.0,2023-01
PO-2023-001251,SUP-025,2023-01-11,2023-02-08,2023-02-21,Delivered,MRO,410,382.9,156989.0,EMEA,60,Conner Group,Tier 3,EMEA,28,41.0,13.0,True,False,4081.71,2023-01
PO-2023-001252,SUP-020,2023-04-11,2023-05-05,2023-05-05,Delivered,Logistics Services,303,286.07,86679.21,EMEA,60,Lewis-Porter,Tier 3,North America,24,24.0,0.0,False,True,0.0,2023-04
PO-2023-001253,SUP-007,2023-02-07,2023-02-22,2023-02-22,Delivered,Packaging,293,80.65,23630.45,APAC,45,Ramirez-Lewis,Tier 2,APAC,15,15.0,0.0,False,True,0.0,2023-02
PO-2023-001254,SUP-004,2023-05-27,2023-06-01,2023-06-01,Delivered,Packaging,379,16.42,6223.18,EMEA,60,"Johnson, Gonzalez and Santos",Tier 1,North America,5,5.0,0.0,False,True,0.0,2023-05
PO-2023-001255,SUP-018,2023-08-05,2023-08-19,2023-09-02,Delivered,Raw Materials,18,364.0,6552.0,North America,45,Underwood LLC,Tier 3,North America,14,28.0,14.0,True,False,183.46,2023-08
PO-2024-001256,SUP-004,2024-02-08,2024-02-17,2024-02-17,Delivered,Raw Materials,139,393.45,54689.55,North America,60,"Johnson, Gonzalez and Santos",Tier 1,North America,9,9.0,0.0,False,True,0.0,2024-02
PO-2024-001257,SUP-025,2024-03-14,2024-03-31,2024-04-08,Delivered,MRO,498,119.27,59396.46,EMEA,60,Conner Group,Tier 3,EMEA,17,25.0,8.0,True,False,950.34,2024-03
PO-2023-001258,SUP-003,2023-08-01,2023-08-07,2023-08-07,Delivered,Logistics Services,473,22.78,10774.94,EMEA,30,Johnson-Davis,Tier 1,North America,6,6.0,0.0,False,True,0.0,2023-08
PO-2023-001259,SUP-005,2023-02-02,2023-02-08,2023-02-08,Delivered,Logistics Services,168,102.83,17275.44,APAC,60,Cole LLC,Tier 1,APAC,6,6.0,0.0,False,True,0.0,2023-02
PO-2023-001260,SUP-021,2023-10-14,2023-10-31,2023-10-31,Delivered,Logistics Services,95,332.6,31597.0,North America,45,"Ellis, Baker and Wright",Tier 3,APAC,17,17.0,0.0,False,True,0.0,2023-10
PO-2024-001261,SUP-001,2024-08-26,2024-09-01,2024-09-01,Delivered,Raw Materials,347,121.73,42240.31,APAC,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,6,6.0,0.0,False,True,0.0,2024-08
PO-2023-001262,SUP-005,2023-07-12,2023-07-20,2023-07-20,Delivered,Raw Materials,204,102.5,20910.0,North America,60,Cole LLC,Tier 1,APAC,8,8.0,0.0,False,True,0.0,2023-07
PO-2024-001263,SUP-006,2024-07-11,2024-07-22,2024-07-22,Delivered,Electronics,75,39.36,2952.0,APAC,30,Blake and Sons,Tier 2,APAC,11,11.0,0.0,False,True,0.0,2024-07
PO-2024-001264,SUP-002,2024-05-02,2024-05-10,2024-05-10,Delivered,MRO,230,435.06,100063.8,EMEA,60,Rhodes PLC,Tier 1,EMEA,8,8.0,0.0,False,True,0.0,2024-05
PO-2024-001265,SUP-015,2024-06-23,2024-07-16,2024-07-16,Delivered,Raw Materials,395,388.67,153524.65,EMEA,30,"Zuniga, Wong and Lynch",Tier 2,APAC,23,23.0,0.0,False,True,0.0,2024-06
PO-2023-001266,SUP-003,2023-03-01,2023-03-07,2023-03-07,Delivered,Logistics Services,213,85.58,18228.54,EMEA,30,Johnson-Davis,Tier 1,North America,6,6.0,0.0,False,True,0.0,2023-03
PO-2024-001267,SUP-003,2024-05-04,2024-05-10,2024-05-10,Delivered,Logistics Services,40,453.7,18148.0,APAC,30,Johnson-Davis,Tier 1,North America,6,6.0,0.0,False,True,0.0,2024-05
PO-2023-001268,SUP-012,2023-08-05,2023-08-14,2023-08-14,Delivered,MRO,449,59.18,26571.82,North America,30,Stanley LLC,Tier 2,EMEA,9,9.0,0.0,False,True,0.0,2023-08
PO-2023-001269,SUP-011,2023-08-30,2023-09-11,2023-09-11,Delivered,Logistics Services,93,388.89,36166.77,EMEA,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,12,12.0,0.0,False,True,0.0,2023-08
PO-2023-001270,SUP-019,2023-06-23,2023-07-07,2023-07-14,Delivered,Electronics,410,295.64,121212.4,APAC,45,Clark PLC,Tier 3,EMEA,14,21.0,7.0,True,False,1696.97,2023-06
PO-2024-001271,SUP-007,2024-01-08,2024-01-19,2024-01-19,Delivered,Packaging,55,385.76,21216.8,North America,45,Ramirez-Lewis,Tier 2,APAC,11,11.0,0.0,False,True,0.0,2024-01
PO-2023-001272,SUP-008,2023-02-21,2023-03-01,2023-03-01,Delivered,Packaging,473,405.69,191891.37,North America,60,Davis Inc,Tier 2,EMEA,8,8.0,0.0,False,True,0.0,2023-02
PO-2024-001273,SUP-021,2024-08-10,2024-09-09,2024-09-09,Delivered,Logistics Services,95,286.62,27228.9,EMEA,45,"Ellis, Baker and Wright",Tier 3,APAC,30,30.0,0.0,False,True,0.0,2024-08
PO-2024-001274,SUP-025,2024-04-04,2024-04-29,2024-04-29,Delivered,MRO,410,134.41,55108.1,EMEA,60,Conner Group,Tier 3,EMEA,25,25.0,0.0,False,True,0.0,2024-04
PO-2023-001275,SUP-023,2023-12-23,2024-01-01,2024-01-01,Delivered,Raw Materials,79,486.17,38407.43,EMEA,30,Robinson-Bright,Tier 3,APAC,9,9.0,0.0,False,True,0.0,2023-12
PO-2023-001276,SUP-005,2023-02-14,2023-02-20,2023-02-20,Delivered,Logistics Services,196,230.23,45125.08,APAC,60,Cole LLC,Tier 1,APAC,6,6.0,0.0,False,True,0.0,2023-02
PO-2023-001277,SUP-016,2023-02-19,2023-03-03,2023-03-03,Delivered,Packaging,171,396.83,67857.93,APAC,60,"Sanchez, Ford and Nelson",Tier 2,APAC,12,12.0,0.0,False,True,0.0,2023-02
PO-2023-001278,SUP-002,2023-09-19,2023-09-24,2023-09-24,Delivered,Packaging,300,101.25,30375.0,North America,60,Rhodes PLC,Tier 1,EMEA,5,5.0,0.0,False,True,0.0,2023-09
PO-2024-001279,SUP-002,2024-02-13,2024-02-19,2024-02-19,Delivered,Packaging,241,389.93,93973.13,APAC,60,Rhodes PLC,Tier 1,EMEA,6,6.0,0.0,False,True,0.0,2024-02
PO-2024-001280,SUP-008,2024-09-27,2024-10-06,2024-10-06,Delivered,Raw Materials,349,36.55,12755.95,EMEA,60,Davis Inc,Tier 2,EMEA,9,9.0,0.0,False,True,0.0,2024-09
PO-2024-001281,SUP-009,2024-11-03,2024-11-08,2024-11-08,Delivered,MRO,156,40.72,6352.32,EMEA,45,Munoz-Roman,Tier 2,APAC,5,5.0,0.0,False,True,0.0,2024-11
PO-2023-001282,SUP-019,2023-08-05,2023-08-30,2023-08-30,Delivered,Electronics,298,320.24,95431.52,APAC,45,Clark PLC,Tier 3,EMEA,25,25.0,0.0,False,True,0.0,2023-08
PO-2024-001283,SUP-010,2024-07-25,2024-08-06,2024-08-06,Delivered,Packaging,171,409.2,69973.2,EMEA,45,"Martinez, Nielsen and Miller",Tier 2,APAC,12,12.0,0.0,False,True,0.0,2024-07
PO-2023-001284,SUP-008,2023-07-07,2023-07-18,2023-07-18,Delivered,Packaging,88,70.36,6191.68,North America,60,Davis Inc,Tier 2,EMEA,11,11.0,0.0,False,True,0.0,2023-07
PO-2023-001285,SUP-018,2023-10-25,2023-11-29,2023-12-03,Delivered,Electronics,66,55.78,3681.48,APAC,45,Underwood LLC,Tier 3,North America,35,39.0,4.0,True,False,29.45,2023-10
PO-2023-001286,SUP-004,2023-02-22,2023-03-02,2023-03-02,Delivered,Packaging,380,376.31,142997.8,APAC,60,"Johnson, Gonzalez and Santos",Tier 1,North America,8,8.0,0.0,False,True,0.0,2023-02
PO-2023-001287,SUP-002,2023-11-18,2023-11-23,2023-11-23,Delivered,Logistics Services,417,267.63,111601.71,EMEA,60,Rhodes PLC,Tier 1,EMEA,5,5.0,0.0,False,True,0.0,2023-11
PO-2024-001288,SUP-007,2024-11-20,2024-11-30,2024-11-30,Delivered,Electronics,314,237.55,74590.7,North America,45,Ramirez-Lewis,Tier 2,APAC,10,10.0,0.0,False,True,0.0,2024-11
PO-2023-001289,SUP-010,2023-01-05,2023-01-17,2023-01-17,Delivered,Logistics Services,384,94.74,36380.16,EMEA,45,"Martinez, Nielsen and Miller",Tier 2,APAC,12,12.0,0.0,False,True,0.0,2023-01
PO-2024-001290,SUP-017,2024-03-27,2024-04-07,2024-04-07,Delivered,Logistics Services,233,92.11,21461.63,EMEA,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,11,11.0,0.0,False,True,0.0,2024-03
PO-2023-001291,SUP-020,2023-12-22,2024-01-09,,Cancelled,Logistics Services,199,90.86,18081.14,EMEA,60,Lewis-Porter,Tier 3,North America,18,,,False,False,0.0,2023-12
PO-2023-001292,SUP-017,2023-04-29,2023-05-06,2023-05-06,Delivered,Logistics Services,47,389.62,18312.14,EMEA,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,7,7.0,0.0,False,True,0.0,2023-04
PO-2023-001293,SUP-002,2023-01-25,2023-01-30,2023-01-30,Delivered,Packaging,244,183.83,44854.52,EMEA,60,Rhodes PLC,Tier 1,EMEA,5,5.0,0.0,False,True,0.0,2023-01
PO-2024-001294,SUP-009,2024-03-16,2024-03-29,,Cancelled,Logistics Services,471,410.18,193194.78,North America,45,Munoz-Roman,Tier 2,APAC,13,,,False,False,0.0,2024-03
PO-2023-001295,SUP-015,2023-08-12,2023-08-28,2023-08-28,Delivered,Raw Materials,419,136.28,57101.32,APAC,30,"Zuniga, Wong and Lynch",Tier 2,APAC,16,16.0,0.0,False,True,0.0,2023-08
PO-2023-001296,SUP-013,2023-12-27,2024-01-16,2024-01-16,Delivered,Raw Materials,238,450.73,107273.74,North America,30,Delacruz Group,Tier 2,APAC,20,20.0,0.0,False,True,0.0,2023-12
PO-2024-001297,SUP-011,2024-07-30,2024-08-13,2024-08-13,Delivered,Raw Materials,261,401.36,104754.96,EMEA,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,14,14.0,0.0,False,True,0.0,2024-07
PO-2023-001298,SUP-009,2023-07-31,2023-08-16,2023-08-18,Delivered,Raw Materials,174,443.37,77146.38,EMEA,45,Munoz-Roman,Tier 2,APAC,16,18.0,2.0,True,False,308.59,2023-07
PO-2023-001299,SUP-010,2023-11-22,2023-11-25,2023-11-25,Delivered,Packaging,466,435.15,202779.9,APAC,45,"Martinez, Nielsen and Miller",Tier 2,APAC,3,3.0,0.0,False,True,0.0,2023-11
PO-2023-001300,SUP-005,2023-01-22,2023-01-27,2023-01-27,Delivered,Logistics Services,480,484.55,232584.0,EMEA,60,Cole LLC,Tier 1,APAC,5,5.0,0.0,False,True,0.0,2023-01
PO-2023-001301,SUP-018,2023-05-09,2023-06-04,2023-06-04,Delivered,Raw Materials,37,128.52,4755.24,North America,45,Underwood LLC,Tier 3,North America,26,26.0,0.0,False,True,0.0,2023-05
PO-2024-001302,SUP-017,2024-01-21,2024-02-07,2024-02-07,Delivered,Logistics Services,283,468.16,132489.28,North America,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,17,17.0,0.0,False,True,0.0,2024-01
